,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary
3707,0.48,0.59,2,179,2,0,0,technical,low
3457,0.94,0.59,6,212,2,0,0,sales,medium
3721,0.91,0.65,5,174,2,0,0,technical,medium
11140,0.55,0.68,3,178,3,1,0,technical,high
11211,0.5,0.82,2,286,6,0,0,sales,medium
11804,0.64,0.88,3,252,2,0,0,sales,low
11375,1.0,0.93,5,167,3,0,0,sales,medium
8631,0.19,0.91,5,145,3,0,0,management,low
13615,0.69,0.58,4,149,3,0,1,marketing,medium
6995,0.18,0.46,5,202,4,0,0,support,medium
12090,0.4,0.5,2,130,3,0,0,sales,low
8305,0.57,0.81,4,200,3,1,0,IT,medium
7180,0.52,0.74,4,174,3,0,0,technical,medium
4362,0.76,0.98,4,173,3,1,0,sales,low
2107,0.59,0.88,4,155,3,1,0,support,low
1343,0.44,0.54,2,150,3,0,0,support,low
8719,0.73,0.59,6,121,5,0,0,sales,low
5698,0.71,0.74,3,250,3,0,0,support,low
1344,0.39,0.57,2,150,3,0,0,support,low
2547,0.94,0.91,5,254,3,0,0,accounting,low
1649,0.38,0.51,2,138,3,0,0,technical,low
13204,0.8,0.71,4,161,4,0,0,IT,low
9434,0.81,0.44,4,166,4,1,0,support,low
9155,0.59,0.47,3,129,2,0,0,RandD,medium
10442,0.71,0.51,4,202,3,0,0,IT,medium
2687,0.49,0.74,2,263,3,1,0,sales,medium
9237,0.64,0.69,5,114,6,0,0,support,medium
3930,0.89,0.52,3,164,3,0,0,technical,high
11058,0.49,0.59,5,140,3,0,0,support,high
13126,0.98,0.67,4,209,6,0,0,marketing,low
418,0.42,0.53,3,199,4,0,0,technical,medium
6753,0.9,0.57,4,186,4,0,0,technical,medium
3862,0.69,0.89,5,201,2,0,0,support,low
5843,0.58,0.77,5,272,2,1,0,technical,low
13570,0.82,0.8,3,162,3,0,0,sales,medium
4803,0.27,0.69,2,177,5,0,0,RandD,low
8037,0.14,0.54,5,275,4,1,0,sales,high
1259,0.45,0.48,2,138,3,0,0,technical,low
14580,0.1,0.82,6,266,4,0,0,IT,low
10961,0.94,0.52,5,133,3,0,0,support,low
1624,0.89,1.0,4,217,5,0,0,sales,medium
1595,0.4,0.53,2,152,3,0,0,product_mng,medium
1778,0.85,0.9,2,168,2,0,0,sales,medium
6360,0.66,0.51,5,149,3,0,0,sales,medium
13103,0.64,0.91,3,165,3,1,0,support,low
12332,0.09,0.98,6,271,4,0,0,sales,low
4496,0.86,0.88,4,220,2,0,0,product_mng,low
4912,0.66,0.63,5,264,5,0,0,accounting,low
9010,0.6,0.7,5,229,2,0,0,technical,medium
1296,0.46,0.52,2,148,3,0,0,RandD,low
7750,0.62,0.5,4,198,3,1,0,technical,low
10910,0.51,0.5,4,130,3,0,0,RandD,medium
10392,0.85,0.82,5,184,3,0,0,sales,medium
2068,0.62,0.74,4,213,4,0,0,marketing,low
2179,0.89,0.47,4,108,3,0,0,technical,low
3206,0.4,0.38,3,280,2,0,0,marketing,low
5626,0.66,0.94,4,198,3,1,0,support,medium
13261,0.72,0.54,4,219,2,0,0,technical,medium
10747,0.93,0.86,4,192,4,0,0,IT,high
2291,0.96,0.99,3,148,3,0,0,support,medium
2106,0.86,0.79,3,242,2,0,0,support,low
4495,0.89,0.78,4,223,3,0,0,product_mng,low
5399,0.84,0.53,5,190,3,0,0,technical,medium
5044,0.57,0.94,4,257,3,0,0,marketing,medium
13335,0.29,0.75,6,271,10,0,0,sales,medium
13067,0.78,0.4,4,145,5,1,1,sales,medium
14950,0.39,0.68,2,282,5,0,0,marketing,low
5157,0.19,0.92,5,193,6,0,0,technical,medium
13382,0.65,0.91,4,243,5,1,0,IT,medium
7260,0.99,0.86,4,196,2,1,0,marketing,high
12117,0.11,0.84,6,251,4,0,0,technical,low
12115,0.37,0.48,2,137,3,0,0,technical,medium
12216,0.36,0.48,2,158,3,0,0,IT,low
1759,0.73,1.0,5,253,6,0,0,support,low
14001,0.9,0.54,4,172,4,0,0,sales,medium
7784,0.64,0.85,3,250,3,0,0,marketing,low
13774,0.65,0.54,4,147,10,0,0,sales,low
14108,0.73,0.97,3,174,3,0,0,sales,low
4974,0.14,0.81,4,138,3,1,0,sales,high
7073,0.55,0.91,3,243,4,0,0,support,medium
2094,0.48,0.56,2,151,3,0,0,hr,medium
7070,0.87,0.54,3,268,3,0,0,support,medium
7392,0.9,0.7,3,223,2,0,0,IT,low
5570,0.16,0.81,2,159,6,1,0,RandD,low
10959,0.31,0.42,4,108,4,0,0,technical,low
11418,0.75,0.99,2,237,5,1,0,product_mng,low
13817,0.56,0.39,3,106,8,0,0,management,high
11749,0.49,0.88,4,240,8,0,0,product_mng,medium
12673,0.37,0.46,2,149,3,0,0,IT,low
10591,0.98,0.79,5,257,4,0,0,technical,medium
10257,0.64,0.96,3,274,3,0,0,accounting,low
11316,0.66,0.81,3,174,3,0,0,technical,low
312,0.4,0.54,2,139,3,0,0,marketing,low
6297,0.82,0.6,5,232,2,0,0,technical,medium
9589,0.24,0.65,3,143,4,0,0,support,medium
12944,0.61,0.9,3,224,3,0,0,support,low
9602,0.99,0.68,4,238,3,0,0,IT,low
11041,0.48,0.49,3,268,3,0,0,hr,low
13484,0.51,0.55,2,102,7,0,1,management,medium
6879,0.4,1.0,6,206,2,0,0,sales,low
13229,0.32,0.86,4,214,5,0,0,sales,medium
13065,0.59,0.72,3,182,3,0,0,sales,medium
3278,0.78,0.98,4,239,3,0,0,RandD,medium
478,0.76,0.83,5,227,5,0,0,sales,low
11289,0.98,0.55,3,166,6,1,0,sales,medium
725,0.43,0.46,2,149,3,0,0,technical,medium
14832,0.1,0.86,6,247,4,0,0,sales,medium
14420,0.38,0.52,2,153,3,0,0,support,low
11582,0.58,0.91,3,195,10,0,0,support,low
9932,0.17,0.89,5,261,5,0,0,marketing,medium
9118,0.9,0.49,3,237,2,0,0,technical,medium
8264,0.84,0.74,3,234,3,1,0,sales,medium
13460,0.75,0.84,5,222,3,1,0,IT,medium
3678,0.92,0.96,3,154,2,1,0,sales,low
4525,0.91,0.49,6,272,6,0,0,sales,low
13728,0.49,0.54,4,215,4,0,0,IT,medium
1464,0.1,0.92,6,279,4,0,0,sales,medium
1586,0.76,0.85,5,236,6,0,0,technical,medium
5590,0.83,0.75,6,215,5,0,0,sales,medium
2747,0.67,0.99,4,247,3,1,0,RandD,low
760,0.1,0.9,7,290,4,0,0,sales,low
5353,0.73,0.5,3,208,2,0,0,sales,medium
1138,0.09,0.92,6,303,5,0,0,sales,low
2099,0.61,0.95,5,233,3,0,0,technical,medium
14555,0.37,0.52,2,155,3,0,0,technical,medium
6609,0.79,0.56,4,132,3,0,0,support,medium
6501,0.38,0.79,5,176,3,0,0,sales,low
14935,0.4,0.49,2,143,3,0,0,product_mng,medium
12282,0.83,0.92,5,267,6,0,0,support,low
12946,0.86,0.64,3,245,4,0,0,support,high
1900,0.76,0.98,5,217,6,0,0,product_mng,medium
11535,0.57,0.66,3,268,3,0,0,sales,low
8976,0.69,0.99,3,133,3,0,0,support,low
11106,0.68,0.65,3,173,3,1,0,marketing,high
8905,0.91,0.79,4,254,2,0,0,support,high
5704,0.59,0.7,2,153,2,0,0,support,medium
5965,0.82,0.68,3,160,4,0,0,sales,medium
14342,0.38,0.57,2,140,3,0,0,support,low
1661,0.36,0.56,2,140,3,0,0,technical,medium
1267,0.42,0.53,2,158,3,0,0,support,low
9154,0.68,0.83,5,267,3,0,0,RandD,medium
3154,0.87,0.52,3,158,2,1,0,sales,low
5401,0.79,0.58,4,191,6,0,0,technical,low
10586,0.9,0.93,4,263,3,1,0,support,medium
8593,0.36,0.39,3,98,3,0,0,technical,low
11320,0.57,0.82,4,269,2,0,0,technical,medium
9394,0.5,0.84,3,150,2,0,0,marketing,low
13480,0.7,0.56,4,214,3,0,1,management,medium
7723,1.0,0.84,3,215,2,0,0,sales,medium
3945,0.97,0.53,4,247,3,0,0,support,low
2539,0.68,0.75,6,274,5,0,0,sales,low
11758,0.58,0.84,4,206,7,0,1,management,high
901,0.43,0.53,2,145,3,0,0,IT,low
7439,0.96,0.61,4,158,6,0,0,technical,medium
8,0.89,1.0,5,224,5,0,0,sales,low
7006,0.44,0.39,2,188,3,0,0,technical,low
773,0.42,0.54,2,159,3,0,0,sales,medium
9878,0.23,0.5,2,150,6,0,0,accounting,low
7075,0.3,0.47,6,156,2,1,0,support,medium
10399,0.66,0.54,5,203,2,0,0,sales,medium
11111,0.94,0.73,4,204,2,0,0,sales,low
9775,0.94,0.87,4,157,3,0,0,technical,medium
10218,0.99,0.68,4,235,3,0,0,product_mng,low
1653,0.1,0.88,7,282,4,0,0,support,low
14473,0.44,0.56,2,131,3,0,0,hr,medium
4540,0.54,0.85,4,157,3,0,1,technical,medium
1844,0.37,0.51,2,154,3,1,0,sales,low
6615,0.52,0.98,4,272,2,0,0,support,low
14972,0.11,0.97,6,310,4,0,0,accounting,medium
13084,0.62,0.71,4,268,3,0,0,technical,low
14156,0.94,0.73,3,268,10,0,0,technical,medium
989,0.4,0.46,2,144,3,0,0,RandD,low
6644,0.64,0.9,5,279,5,0,0,management,medium
6249,0.6,0.78,6,211,4,1,0,product_mng,medium
13982,0.65,0.4,5,125,4,0,0,sales,low
6636,0.65,0.6,3,218,4,0,0,RandD,medium
14800,0.39,0.54,2,155,3,0,0,support,low
11056,0.15,0.91,5,230,3,0,0,support,medium
3455,0.59,0.81,4,173,2,0,0,sales,medium
1092,0.73,1.0,5,230,5,0,0,sales,low
6156,0.94,0.82,4,159,2,1,0,support,low
5339,0.7,0.66,3,151,2,0,0,RandD,low
166,0.43,0.55,2,129,3,0,0,sales,low
12042,0.4,0.46,2,127,3,0,0,technical,low
13866,0.56,0.71,5,244,3,0,0,product_mng,low
6302,0.68,0.79,5,139,4,0,0,technical,low
13868,0.73,0.57,3,146,2,0,0,product_mng,low
13979,0.8,0.84,4,242,2,1,0,marketing,low
10661,0.49,0.37,5,246,3,0,0,support,medium
12391,0.45,0.55,2,148,3,0,0,sales,low
14440,0.78,0.98,5,239,6,0,0,marketing,low
4089,0.53,0.83,4,249,3,1,0,technical,low
6724,0.33,0.85,2,127,3,0,0,marketing,medium
13386,0.57,0.39,4,132,3,0,0,product_mng,high
12963,0.94,0.69,5,145,2,0,0,product_mng,medium
7810,0.84,0.65,3,269,2,0,0,sales,low
8020,0.75,0.7,4,179,2,0,0,marketing,low
6617,0.68,0.73,4,197,3,0,0,support,low
1691,0.39,0.56,2,160,3,0,0,sales,low
584,0.41,0.56,2,154,3,0,1,support,medium
8406,0.57,0.54,3,157,4,1,0,sales,high
5235,0.91,0.79,5,273,4,1,0,support,medium
2742,0.34,0.87,6,175,4,0,0,RandD,low
8966,0.51,0.91,4,194,2,0,0,technical,medium
3306,0.63,0.64,4,212,4,0,0,sales,medium
12566,0.11,0.79,7,310,4,0,0,hr,low
7416,0.71,0.79,4,261,3,0,0,sales,high
8873,0.54,0.64,2,128,2,0,0,sales,low
9221,0.92,0.82,4,96,4,0,0,IT,medium
2517,0.55,0.63,5,184,4,0,0,marketing,medium
12803,0.59,0.72,4,168,4,0,0,management,medium
4790,0.7,0.54,4,150,4,0,0,technical,low
241,0.37,0.46,2,156,3,0,0,sales,low
3726,0.63,0.85,3,232,4,0,0,IT,medium
6626,0.4,0.41,4,127,3,0,0,IT,low
11905,0.21,0.85,6,285,7,0,0,sales,medium
12745,0.11,0.78,6,245,4,0,0,technical,low
3542,0.83,0.57,3,232,4,0,0,hr,medium
1771,0.09,0.86,6,245,4,0,0,sales,low
2420,0.15,0.51,6,248,5,0,0,support,low
5841,0.61,0.5,4,216,2,0,0,technical,low
14918,0.09,0.89,6,282,4,0,0,support,low
87,0.44,0.45,2,132,3,0,0,sales,low
4772,0.58,0.98,3,146,3,0,0,technical,medium
748,0.4,0.5,2,127,3,0,0,IT,low
9439,0.54,0.71,2,194,2,0,0,support,low
12006,0.1,0.77,6,247,4,0,0,sales,low
789,0.1,0.92,6,243,4,1,0,sales,low
5507,0.88,0.76,3,223,3,0,0,sales,medium
8506,0.24,0.94,6,237,5,0,0,hr,medium
10689,0.89,0.49,4,275,3,0,0,management,medium
8604,0.99,0.73,4,224,2,0,0,support,low
662,0.78,0.89,5,274,6,0,0,support,medium
9955,0.55,0.81,5,229,3,0,0,hr,low
10328,0.65,0.72,3,248,4,0,0,sales,medium
14447,0.4,0.53,2,151,3,0,0,marketing,low
2690,0.75,0.93,2,98,5,0,0,sales,medium
10010,0.85,0.66,5,189,3,0,0,sales,medium
5209,0.74,0.66,3,177,2,0,0,sales,low
13695,0.78,0.65,3,139,3,0,0,marketing,high
9073,0.63,0.74,4,173,3,0,0,product_mng,medium
6505,0.84,0.96,3,162,3,0,0,sales,medium
10956,0.69,0.53,3,153,3,0,0,technical,low
10779,0.79,0.61,4,227,2,0,1,sales,high
9687,0.74,0.99,4,156,3,0,0,product_mng,medium
13193,0.88,0.82,3,265,3,0,0,product_mng,medium
11225,0.82,0.49,5,203,6,0,0,technical,low
4704,0.56,0.76,3,134,2,0,0,support,high
6687,0.79,0.66,4,139,4,0,0,support,low
13796,0.91,0.75,2,147,3,0,0,marketing,low
8374,0.57,0.75,5,172,4,0,0,support,medium
2014,0.59,0.87,3,268,4,0,0,accounting,medium
10751,0.84,0.96,6,155,5,0,0,product_mng,medium
8888,0.93,0.52,3,229,2,1,0,hr,medium
1435,0.43,0.45,2,146,3,0,0,IT,medium
11302,0.66,0.49,4,157,3,0,0,sales,low
2409,0.83,0.52,4,273,3,0,0,technical,medium
13603,0.98,0.68,5,171,3,0,0,management,high
5293,0.53,0.59,3,163,4,0,0,accounting,low
941,0.43,0.56,2,136,3,0,0,sales,low
6679,0.72,0.61,5,170,3,0,0,technical,medium
3134,0.93,0.95,6,147,3,0,0,technical,low
2393,0.33,0.4,4,212,2,1,0,accounting,low
6825,0.53,0.92,3,199,2,0,0,hr,medium
13014,0.5,0.75,3,204,2,0,0,technical,high
13576,0.75,0.59,5,149,4,0,0,sales,medium
7789,0.77,0.78,2,271,3,0,0,management,low
2238,0.7,0.61,4,163,4,1,0,sales,low
1204,0.43,0.56,2,158,3,0,0,IT,low
2079,0.84,0.64,4,267,4,0,0,sales,low
8355,0.53,0.78,5,275,5,0,0,hr,low
10589,0.59,0.88,3,159,2,0,0,technical,medium
4506,0.74,0.7,5,135,2,0,1,accounting,medium
13260,0.65,0.83,4,251,2,0,0,technical,medium
8404,0.82,0.55,3,207,2,0,0,marketing,high
9570,0.6,0.59,5,146,4,0,0,accounting,low
14658,0.1,0.84,5,298,4,0,0,IT,low
4858,0.63,0.66,4,157,2,0,0,support,medium
10209,0.5,0.8,4,261,3,0,0,technical,high
12993,0.75,0.77,5,199,4,0,0,sales,medium
4341,0.47,0.5,4,159,2,0,0,product_mng,low
8179,0.9,0.91,5,176,3,0,0,sales,medium
10645,0.78,0.52,5,192,3,1,0,technical,low
7651,0.2,0.58,5,199,4,0,0,sales,low
252,0.19,0.59,7,192,3,0,0,sales,low
11277,0.57,0.7,4,237,6,0,0,accounting,low
14264,0.39,0.54,2,132,3,0,0,support,low
4902,0.21,0.77,6,215,4,0,0,sales,medium
5921,0.78,0.95,5,273,2,0,0,technical,low
13256,0.89,0.39,5,218,2,0,0,technical,low
14943,0.81,0.92,5,239,5,0,0,RandD,medium
11920,0.19,0.61,4,127,8,0,0,sales,low
14778,0.1,0.97,6,282,4,0,0,hr,medium
195,0.09,0.8,6,304,4,0,0,technical,low
1583,0.73,0.91,4,247,5,0,0,support,medium
7535,0.45,0.76,4,143,2,1,0,support,medium
10014,0.99,0.59,5,263,3,0,0,sales,high
4199,0.98,0.51,3,157,3,0,0,marketing,medium
7114,0.96,0.83,3,234,3,0,0,sales,low
2641,0.87,0.68,4,246,2,0,0,support,medium
10097,0.15,0.67,6,167,6,0,0,sales,low
8266,0.61,0.95,3,133,5,0,0,sales,medium
5247,0.5,0.38,5,175,4,0,0,technical,high
5490,0.42,0.46,3,128,2,1,0,RandD,low
9057,0.75,0.82,4,143,2,0,0,support,low
7486,0.81,0.92,3,136,3,0,0,marketing,medium
12627,0.41,0.46,2,156,3,1,0,sales,low
14814,0.83,0.9,5,245,5,0,0,product_mng,low
5844,0.49,0.92,4,229,2,0,0,technical,low
2344,0.94,0.9,5,191,4,0,0,support,low
10049,0.25,0.8,5,237,6,0,0,support,medium
6698,0.42,0.91,2,176,3,0,0,technical,low
8263,0.76,0.72,3,275,4,1,0,sales,medium
12359,0.09,0.91,6,275,4,0,0,support,low
1793,0.43,0.51,2,143,3,0,0,technical,medium
11279,0.22,0.91,6,222,8,0,0,technical,low
6022,0.77,0.66,6,181,4,0,0,product_mng,high
1122,0.39,0.57,2,131,3,0,0,support,medium
10395,0.16,0.76,6,210,5,0,0,sales,medium
7965,0.9,0.66,5,137,2,0,0,accounting,low
513,0.11,0.89,6,293,4,0,0,support,low
14258,0.57,0.7,3,273,6,0,0,support,low
7054,0.22,0.64,6,260,4,0,0,hr,high
11954,0.82,0.79,3,160,3,0,0,sales,medium
4508,0.87,0.56,4,121,2,0,1,technical,medium
14405,0.89,0.95,4,275,5,0,0,technical,medium
10662,0.8,0.66,4,223,3,0,0,support,medium
8244,0.71,0.73,3,274,3,0,0,marketing,low
12365,0.91,0.87,4,235,5,0,0,technical,low
5048,0.58,0.9,3,151,3,0,0,sales,medium
12303,0.37,0.55,2,127,3,0,0,RandD,medium
4360,0.74,0.87,4,258,2,0,0,marketing,medium
2844,0.92,0.62,4,265,3,1,0,sales,medium
681,0.4,0.49,2,128,3,0,0,sales,low
2757,0.5,0.68,4,161,3,0,0,sales,medium
4195,0.73,0.82,3,133,3,0,0,RandD,medium
3272,0.51,0.43,3,204,4,0,0,product_mng,medium
11504,0.7,0.68,3,150,3,0,0,support,low
12295,0.38,0.51,2,146,3,0,0,IT,medium
10092,0.66,0.62,4,241,3,0,0,sales,medium
10346,0.93,0.61,4,205,3,0,0,technical,low
12490,0.53,0.56,4,281,6,0,0,hr,medium
9917,0.63,0.63,5,252,2,0,0,product_mng,low
8735,0.85,0.51,3,242,3,0,0,hr,medium
2575,0.89,0.83,5,267,4,0,0,technical,low
14677,0.37,0.48,2,134,3,0,0,marketing,medium
11833,0.7,0.83,5,241,2,0,0,sales,medium
9969,0.63,0.59,3,189,3,0,0,technical,medium
14652,0.36,0.78,2,151,4,0,0,technical,low
501,0.66,0.57,5,161,5,0,0,technical,high
14475,0.42,0.5,2,139,3,0,0,hr,medium
8117,0.24,0.64,5,190,4,0,0,sales,medium
123,0.11,0.84,6,300,5,1,0,support,low
912,0.8,0.95,4,274,5,0,0,sales,low
10272,0.5,0.75,5,178,6,0,0,technical,medium
289,0.36,0.48,2,137,3,0,0,technical,low
11948,0.95,0.66,5,192,3,0,0,marketing,medium
13482,0.58,0.59,3,207,7,0,1,management,medium
12004,0.37,0.52,2,159,3,0,0,sales,low
11467,0.55,0.67,3,150,2,0,1,sales,low
14646,0.41,0.47,2,135,3,0,0,support,low
9991,0.7,0.47,2,176,5,0,0,product_mng,low
14557,0.81,1.0,4,253,5,0,0,technical,low
2957,0.75,0.7,5,269,3,0,0,support,medium
14561,0.09,0.8,6,304,5,0,0,technical,medium
14781,0.44,0.52,2,137,3,0,0,technical,medium
734,0.11,0.92,7,255,4,0,0,support,medium
12448,0.36,0.48,2,159,3,0,0,product_mng,low
1411,0.32,0.6,2,280,4,0,0,technical,low
7808,0.87,0.88,3,179,2,0,0,sales,medium
10882,0.94,0.59,4,241,2,0,0,technical,low
7087,0.94,0.8,5,170,4,0,0,IT,high
522,0.1,0.95,7,289,4,0,0,IT,low
9746,0.96,0.69,4,156,5,0,0,support,high
984,0.75,0.86,5,260,5,0,0,IT,low
6085,0.22,0.96,3,213,3,0,0,support,high
8644,0.72,0.69,4,147,3,0,0,sales,medium
5553,0.85,0.41,2,229,6,0,0,technical,medium
3490,0.71,0.96,4,161,3,0,0,support,low
8292,0.79,0.87,3,218,3,0,0,support,medium
796,0.45,0.49,2,151,3,0,0,hr,low
6585,0.59,0.62,3,212,2,1,0,sales,high
4653,0.89,0.89,3,138,2,0,0,RandD,medium
8236,0.56,0.8,5,202,4,0,0,product_mng,low
8772,0.59,0.75,2,273,2,0,0,IT,high
1297,0.4,0.49,2,149,3,0,0,marketing,low
9610,0.57,0.66,4,151,2,0,0,product_mng,low
14430,0.89,0.87,5,225,5,0,0,product_mng,low
14260,0.43,0.47,2,147,3,0,0,support,low
10156,0.99,0.61,5,196,3,0,0,technical,medium
13492,0.87,0.88,4,140,8,0,0,marketing,medium
85,0.11,0.87,6,305,4,0,0,marketing,low
11107,0.87,0.6,5,165,2,1,0,marketing,high
1153,0.1,0.88,7,300,4,0,0,sales,medium
14767,0.46,0.48,2,141,3,1,0,sales,low
10848,0.83,0.86,4,98,4,0,0,sales,low
13355,0.89,0.97,4,147,2,0,0,technical,low
4457,0.6,0.84,2,221,3,0,0,accounting,low
12444,0.39,0.54,2,127,3,0,0,IT,low
10726,0.13,0.84,5,189,5,0,0,technical,low
12171,0.41,0.46,2,160,3,0,1,sales,low
11568,0.57,0.69,3,212,8,0,0,product_mng,low
156,0.83,1.0,5,240,5,0,0,support,low
14535,0.37,0.45,2,131,3,0,0,sales,low
9030,0.94,0.69,3,269,3,0,0,sales,low
759,0.41,0.55,2,151,3,0,0,sales,low
5160,0.52,0.81,3,253,2,0,0,support,medium
6804,0.77,0.42,4,98,2,0,0,sales,low
9418,0.74,0.51,5,198,3,0,0,hr,low
3307,0.76,0.52,2,148,3,0,0,sales,high
3086,0.57,0.56,4,113,3,0,0,hr,low
4538,0.73,0.97,3,245,2,0,1,hr,medium
7315,0.81,0.53,3,258,2,0,0,IT,low
5786,0.55,0.97,3,222,2,0,0,management,medium
6284,0.63,0.67,4,149,3,1,0,sales,medium
2421,0.69,0.76,5,255,6,0,0,technical,low
11343,0.69,0.9,3,185,4,0,0,product_mng,low
12473,0.42,0.56,2,149,3,0,0,sales,low
12863,0.19,0.63,4,278,6,0,0,technical,low
3734,0.21,0.56,6,277,5,0,0,RandD,medium
7818,0.76,0.9,3,279,6,0,0,hr,medium
6575,0.77,0.67,5,207,2,0,0,sales,low
7716,0.74,0.95,4,237,3,1,0,marketing,medium
1751,0.11,0.9,7,245,4,0,0,RandD,medium
4507,0.5,0.6,4,200,2,0,1,support,medium
3089,0.59,0.56,4,221,3,1,0,technical,low
3923,0.98,0.66,3,154,2,0,0,hr,medium
5679,0.21,0.53,3,229,5,0,0,accounting,medium
10335,0.14,0.43,2,238,3,0,0,hr,low
4589,0.99,0.91,3,241,2,0,0,sales,high
10491,0.42,0.73,3,108,4,0,0,technical,low
7729,0.52,0.85,4,193,3,0,0,sales,medium
7771,0.12,0.39,5,161,4,0,0,IT,low
13147,0.78,0.6,4,143,2,0,1,sales,medium
806,0.45,0.54,2,138,3,0,0,technical,medium
6512,0.23,0.74,5,219,4,0,0,sales,medium
13334,0.99,0.86,3,167,2,0,0,sales,low
8446,0.82,0.54,4,164,3,0,0,support,low
5496,0.65,0.56,3,259,3,0,0,marketing,medium
13733,0.5,0.92,4,266,7,0,0,product_mng,medium
8334,0.5,0.99,2,258,3,1,0,sales,medium
13328,0.45,0.55,4,206,2,0,0,sales,low
8491,0.15,0.66,5,160,4,1,0,sales,medium
5357,0.53,0.82,5,184,3,0,0,sales,medium
10412,0.81,0.64,6,176,5,0,0,hr,low
4996,0.53,0.92,4,223,3,1,0,technical,low
10671,0.37,0.51,2,153,3,0,0,IT,high
7512,0.81,0.62,4,197,3,0,0,hr,low
14341,0.1,0.83,6,292,4,0,0,support,low
13706,0.77,0.75,3,170,7,0,0,sales,low
3524,0.94,0.6,3,193,3,0,0,sales,low
7570,0.79,0.94,4,216,4,0,0,sales,medium
6795,0.58,0.77,3,180,2,0,0,accounting,high
1370,0.74,0.99,5,263,5,0,0,RandD,low
524,0.75,0.99,5,221,5,0,0,product_mng,low
9706,0.51,0.63,3,234,2,0,0,sales,high
7904,0.9,0.76,2,150,2,0,0,technical,medium
12233,0.42,0.56,2,134,3,0,0,support,low
9731,0.96,0.96,5,243,3,0,0,technical,medium
3878,0.23,0.84,5,140,4,0,0,IT,low
1952,0.46,0.55,2,145,3,0,0,technical,low
11300,0.77,0.76,6,263,6,0,0,sales,low
12098,0.11,0.97,6,284,4,0,0,sales,low
9857,0.54,0.87,4,163,3,0,0,sales,medium
11310,0.77,0.74,5,243,2,0,0,technical,low
8795,0.48,0.89,3,224,3,0,0,sales,low
499,0.89,0.95,2,181,5,0,0,technical,medium
11163,0.77,0.75,4,191,3,0,0,IT,medium
7928,0.32,0.42,6,114,3,0,0,product_mng,medium
2480,0.56,0.9,3,235,2,0,0,technical,medium
1107,0.72,0.82,5,269,5,0,0,technical,low
4607,0.87,0.42,5,252,5,0,0,sales,low
4221,0.71,0.99,4,238,4,1,0,sales,high
11820,0.74,0.55,4,262,3,0,0,support,low
14770,0.11,0.8,7,296,4,0,0,sales,low
10416,0.43,0.82,4,138,5,0,0,technical,low
11193,0.75,0.6,4,186,10,1,0,marketing,low
12925,0.14,0.66,5,281,4,1,0,accounting,medium
1391,0.72,1.0,4,169,3,0,0,sales,medium
2307,0.55,0.83,4,199,3,0,0,sales,low
9638,0.68,0.84,5,161,3,0,0,sales,low
6802,0.7,0.83,3,159,3,0,0,sales,low
11068,0.12,0.49,4,191,5,0,0,IT,low
5038,0.91,0.74,5,192,3,0,1,accounting,medium
2318,0.55,0.84,3,237,3,0,0,accounting,low
6908,0.75,0.58,3,159,3,0,0,technical,medium
12709,0.42,0.48,2,140,3,0,0,sales,low
4388,0.81,0.96,4,143,3,1,0,technical,medium
11407,0.86,0.95,4,149,3,0,1,sales,medium
5689,0.21,0.58,5,197,4,0,0,technical,low
1521,0.38,0.47,2,140,3,1,0,IT,low
4564,0.52,0.47,3,108,5,0,0,management,medium
13228,0.73,0.88,5,233,4,1,0,sales,medium
4726,0.52,0.54,4,212,3,0,0,IT,low
5428,0.57,0.43,3,167,3,0,0,sales,medium
8242,0.23,0.73,5,197,4,1,0,RandD,low
11262,0.98,0.67,3,190,10,0,0,IT,medium
6081,0.17,0.5,4,267,6,0,0,support,high
764,0.83,0.99,4,223,5,0,0,accounting,medium
5299,0.6,0.83,4,216,2,1,0,hr,low
2893,0.72,0.58,4,149,3,0,0,product_mng,low
11029,0.52,0.59,5,150,2,0,0,sales,low
6697,0.55,0.72,4,273,3,0,0,technical,low
5239,0.93,0.97,5,255,4,0,0,support,medium
11870,0.86,0.71,5,273,3,0,0,support,medium
5796,0.62,0.86,4,181,2,0,0,IT,low
2681,0.89,0.67,3,226,3,0,0,sales,medium
7441,0.92,0.77,5,191,2,0,0,technical,medium
7665,0.46,0.47,6,101,5,0,0,hr,low
10825,0.73,0.93,3,249,2,0,0,IT,medium
3539,0.54,0.77,5,270,3,0,0,accounting,medium
3648,0.75,0.83,4,229,2,0,0,IT,medium
5870,0.32,0.79,4,136,3,0,0,product_mng,medium
10943,0.91,0.74,3,150,2,0,0,accounting,medium
3893,0.67,0.95,4,241,4,0,0,accounting,medium
5499,0.84,0.49,5,189,2,0,0,support,medium
14195,0.52,0.61,4,187,4,1,0,sales,medium
3319,0.59,0.72,3,188,3,1,0,technical,low
11782,0.84,0.78,4,263,3,0,0,IT,low
12451,0.85,0.98,5,248,5,0,0,product_mng,medium
4465,0.9,0.62,3,254,3,0,0,technical,medium
5503,0.56,0.63,4,204,4,0,0,marketing,medium
12279,0.82,0.81,4,233,4,1,0,support,low
8060,0.75,0.99,5,189,3,0,0,support,low
12831,0.39,0.37,5,156,4,0,0,sales,medium
5192,0.73,0.88,4,236,3,1,0,technical,low
3441,0.54,0.6,4,141,3,0,0,marketing,low
